file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\State.java,com.henninghall.date_picker.State,class,22,38,16,22,21,1,0,17,186,0.9437499,0.0116959065,0.0116959065,20,0,18,1,0,1,19,0,0,0,16,0,1,15,0,0,14,0,3,98,17,0,0,0,0,1,0,20,0,19,0,1,0,0,60,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\props\FadeToColorProp.java,com.henninghall.date_picker.props.FadeToColorProp,class,2,3,1,2,1,2,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,9,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\DerivedData.java,com.henninghall.date_picker.DerivedData,class,6,16,10,6,30,1,0,26,0,0.1,0.7777778,0.7777778,10,0,8,1,0,1,9,0,0,0,1,0,0,1,0,0,1,0,7,104,13,2,7,1,1,8,5,16,4,16,3,0,0,0,65,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheels\DateWheel.java,com.henninghall.date_picker.wheels.DateWheel,class,5,6,1,5,8,2,0,8,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,30,5,1,1,0,0,0,5,5,0,5,1,0,0,0,23,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\ui\Wheels.java,com.henninghall.date_picker.ui.Wheels,class,21,24,3,21,43,1,0,42,192,0.85256416,0.0952381,0.2,24,0,2,9,0,13,15,0,0,0,13,0,0,13,0,0,4,0,1,170,18,8,7,0,0,7,8,24,4,24,2,2,0,0,80,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheels\YearWheel.java,com.henninghall.date_picker.wheels.YearWheel,class,6,8,2,6,12,2,0,13,24,0.75,0.0,0.0,8,0,6,2,0,0,6,0,0,0,2,0,0,2,0,0,0,0,2,46,9,1,3,0,0,0,4,8,1,8,1,0,0,0,28,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheelFunctions\SetShowCount.java,com.henninghall.date_picker.wheelFunctions.SetShowCount,class,3,4,1,3,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0
E:\OOD\projectsnew\react-native-date-picker-master\examples\Rn069\android\app\src\main\java\com\rn069\newarchitecture\MainApplicationReactNativeHost.java,com.rn069.newarchitecture.MainApplicationReactNativeHost,class,9,10,1,9,6,2,0,1,15,0.0,0.0,0.0,6,0,2,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,0,0,1,0,1,0,1,0,1,0,0,51,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheelFunctions\Hide.java,com.henninghall.date_picker.wheelFunctions.Hide,class,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\props\DividerHeightProp.java,com.henninghall.date_picker.props.DividerHeightProp,class,2,3,1,2,1,2,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,9,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\props\MinimumDateProp.java,com.henninghall.date_picker.props.MinimumDateProp,class,2,3,1,2,1,2,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,8,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheelFunctions\WheelFunction.java,com.henninghall.date_picker.wheelFunctions.WheelFunction,interface,1,12,11,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\PickerView.java,com.henninghall.date_picker.PickerView,class,9,13,4,9,19,2,0,25,5,0.6571429,0.2,0.4,7,0,6,1,0,0,6,0,0,0,5,0,0,5,0,0,2,0,1,75,3,1,0,0,0,0,0,7,0,6,2,1,0,0,36,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheelFunctions\Refresh.java,com.henninghall.date_picker.wheelFunctions.Refresh,class,2,3,1,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
E:\OOD\projectsnew\react-native-date-picker-master\examples\Rn069\android\app\src\test\java\ShortestScrollOption.java,ShortestScrollOption,class,1,2,0,2,10,1,0,2,45,0.0,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,40,0,0,0,0,0,0,0,20,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\DatePickerPackage.java,com.henninghall.date_picker.DatePickerPackage,class,6,7,1,6,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,2,11,2,0,0,0,0,0,0,2,0,1,0,0,0,0,17,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\props\MaximumDateProp.java,com.henninghall.date_picker.props.MaximumDateProp,class,2,3,1,2,1,2,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,8,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\pickers\Picker.java,com.henninghall.date_picker.pickers.Picker$OnValueChangeListenerInScrolling,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\Utils.java,com.henninghall.date_picker.Utils,class,4,14,10,4,28,1,0,26,78,0.0,0.0,0.0,13,13,12,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,87,24,0,1,2,1,5,6,10,9,10,1,0,0,0,75,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheelFunctions\HorizontalPadding.java,com.henninghall.date_picker.wheelFunctions.HorizontalPadding,class,2,3,1,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheels\AmPmWheel.java,com.henninghall.date_picker.wheels.AmPmWheel,class,5,6,1,5,8,2,0,9,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,27,5,0,1,0,0,2,8,2,0,2,0,0,0,0,20,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\ui\FadingOverlay.java,com.henninghall.date_picker.ui.FadingOverlay,class,6,8,2,6,7,1,0,9,1,0.33333334,1.0,1.0,3,0,0,1,0,2,2,0,0,0,3,0,0,3,0,0,3,0,0,27,1,0,2,0,0,2,5,9,2,9,1,0,0,0,21,1,0
E:\OOD\projectsnew\react-native-date-picker-master\examples\detox\android\app\src\main\java\com\example\MainApplication.java,com.example.MainApplication$Anonymous1,anonymous,3,3,0,3,2,1,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,0
E:\OOD\projectsnew\react-native-date-picker-master\examples\detox\android\app\src\main\java\com\example\MainApplication.java,com.example.MainApplication,class,3,3,0,3,2,2,0,2,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,18,1,0,0,0,0,0,0,1,0,1,0,1,0,0,9,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\models\Mode.java,com.henninghall.date_picker.models.Mode,enum,0,4,4,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\props\MinuteIntervalProp.java,com.henninghall.date_picker.props.MinuteIntervalProp,class,2,3,1,2,2,2,0,1,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,9,1,0,0,0,0,1,1,1,0,1,0,0,0,0,9,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\PickerView.java,com.henninghall.date_picker.PickerView$Anonymous1,anonymous,0,0,0,0,1,1,0,9,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\props\TextColorProp.java,com.henninghall.date_picker.props.TextColorProp,class,2,3,1,2,1,2,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,8,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\LocaleUtils.java,com.henninghall.date_picker.LocaleUtils,class,6,13,7,6,14,1,0,23,36,0.0,0.0,0.0,9,9,7,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,8,72,12,0,0,4,3,10,2,15,0,11,2,0,0,0,41,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\ui\WheelChangeListenerImpl.java,com.henninghall.date_picker.ui.WheelChangeListenerImpl,class,8,10,2,8,18,1,0,23,0,0.375,1.0,1.0,6,0,1,4,0,1,2,0,0,0,4,0,0,4,0,0,4,0,3,86,12,1,4,3,0,0,2,22,0,22,2,0,0,0,50,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheelFunctions\SetDate.java,com.henninghall.date_picker.wheelFunctions.SetDate,class,2,3,1,2,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\props\DateProp.java,com.henninghall.date_picker.props.DateProp,class,2,3,1,2,1,2,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,7,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheels\Wheel.java,com.henninghall.date_picker.wheels.Wheel,class,6,31,25,6,35,1,7,36,130,0.7416667,0.1764706,0.35947713,24,0,17,6,0,1,18,5,0,0,5,0,2,2,1,0,1,0,0,104,17,1,1,0,1,0,9,13,4,11,2,0,0,0,51,1025,0
E:\OOD\projectsnew\react-native-date-picker-master\examples\Rn069\android\app\src\debug\java\com\rn069\ReactNativeFlipper.java,com.rn069.ReactNativeFlipper$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
E:\OOD\projectsnew\react-native-date-picker-master\examples\Rn069\android\app\src\debug\java\com\rn069\ReactNativeFlipper.java,com.rn069.ReactNativeFlipper$Anonymous2,anonymous,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,-1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\models\WheelType.java,com.henninghall.date_picker.models.WheelType,enum,0,3,3,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\ui\Accessibility.java,com.henninghall.date_picker.ui.Accessibility$Anonymous1,anonymous,3,3,0,3,5,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,2,1,2,1,2,0,0,0,9,-1,0
E:\OOD\projectsnew\react-native-date-picker-master\examples\Rn069\android\app\src\debug\java\com\rn069\ReactNativeFlipper.java,com.rn069.ReactNativeFlipper$Anonymous2$Anonymous3,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\Formats.java,com.henninghall.date_picker.Formats$Format,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
E:\OOD\projectsnew\react-native-date-picker-master\examples\Rn069\android\app\src\main\java\com\rn069\newarchitecture\components\MainComponentsRegistry.java,com.rn069.newarchitecture.components.MainComponentsRegistry,class,4,6,2,4,4,1,0,2,3,0.6666667,0.0,0.0,3,1,1,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,13,1,0,0,0,0,1,0,1,0,1,0,0,0,0,54,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\DatePickerModule.java,com.henninghall.date_picker.DatePickerModule,class,14,16,2,14,16,2,0,27,43,0.8,0.06666667,0.06666667,10,0,5,4,0,1,6,0,0,0,1,0,0,1,0,0,0,0,2,85,8,1,1,1,0,8,6,15,0,15,2,3,0,0,61,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\DatePickerManager.java,com.henninghall.date_picker.DatePickerManager,class,8,10,2,8,14,2,0,18,43,0.85,0.035714287,0.035714287,10,0,7,2,1,0,8,0,0,0,2,2,0,2,0,0,2,0,0,51,5,1,1,1,0,10,3,9,0,8,2,0,0,0,63,1,0
E:\OOD\projectsnew\react-native-date-picker-master\examples\Rn069\android\app\src\main\java\com\rn069\MainApplication.java,com.rn069.MainApplication$Anonymous1,anonymous,2,2,0,2,3,1,0,1,3,0.0,0.0,0.0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,2,0,1,0,1,0,0,0,0,13,-1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheelFunctions\AnimateToDate.java,com.henninghall.date_picker.wheelFunctions.AnimateToDate,class,2,3,1,2,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\Formats.java,com.henninghall.date_picker.Formats$FormatNotFoundException,innerclass,0,0,0,0,0,3,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\pickers\Picker.java,com.henninghall.date_picker.pickers.Picker,interface,4,25,21,4,21,1,0,0,210,0.0,0.0,0.0,21,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheelFunctions\UpdateVisibility.java,com.henninghall.date_picker.wheelFunctions.UpdateVisibility,class,2,3,1,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\ui\WheelScroller.java,com.henninghall.date_picker.ui.WheelScroller,class,2,3,1,2,3,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,1,5,3,5,1,0,0,0,13,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\wheelFunctions\SetDividerHeight.java,com.henninghall.date_picker.wheelFunctions.SetDividerHeight,class,3,4,1,3,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0
E:\OOD\projectsnew\react-native-date-picker-master\examples\Rn069\android\app\src\main\java\com\rn069\MainActivity.java,com.rn069.MainActivity$MainActivityDelegate,innerclass,3,3,0,3,3,2,0,2,3,0.0,0.0,0.0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,16,9,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\ui\UIManager.java,com.henninghall.date_picker.ui.UIManager,class,17,20,3,17,17,1,0,19,0,0.6625,0.82857144,1.0,16,0,12,1,0,3,15,0,0,0,5,0,0,5,0,0,2,0,0,63,3,0,0,0,0,0,0,7,0,7,1,0,0,0,54,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\props\LocaleProp.java,com.henninghall.date_picker.props.LocaleProp,class,4,6,2,4,6,2,0,8,8,0.8,0.33333334,0.33333334,5,2,3,2,0,0,3,0,0,0,2,1,1,1,0,0,1,0,6,20,4,0,0,0,0,2,0,3,0,2,0,0,0,0,12,1,0
E:\OOD\projectsnew\react-native-date-picker-master\android\src\main\java\com\henninghall\date_picker\props\Prop.java,com.henninghall.date_picker.props.Prop,class,3,18,15,3,6,1,0,1,0,0.16666667,0.6666667,0.6666667,6,0,5,0,0,1,6,1,0,0,1,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0,0,3,0,1,0,0,0,0,9,1025,0
